CPE Status,Customer,Etherway,Etherflow Ref,Serial Number,Siebel Ref,CPEType,Address (County),Person,SFP Type LAN (Adva),Created,SFP Type WAN (Adva),date,CPEs,SFPs,ADVA825s,ADVA201s,ADVAXG210s,Ciscos,Huaweis,Nokias
Engineer Collected,Virtela Technology Services Inc,VIRTETHW51715,VIRTETHGIP51716,LBADVA71173300934,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,29/04/2019,Adva 10K Single Fibre SFP,22/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Glanbia,GLANETHW27356,GLANETHGIPCI27357,CFI-CTW,1-876069481,CISCO ISR 4331-K9,DUBLIN,S.Mernagh,N/A,30/04/2019,N/A,29/05/2019,1,1,0,0,0,1,0,0
Engineer Collected,Host Ireland,HOSTETHW52556,HOSTETHG52557,LBADVA71182500123,1-876664781,ADVA XG210,DUBLIN,D.Carty,Adva 10G XFP 10km,01/05/2019,Adva 10G XFP 10km,21/06/2019,1,2,0,0,1,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52660,WOCMETHG52661,LBADVA71162102511,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,01/05/2019,Adva 10K Single Fibre SFP,22/07/2019,1,1,1,0,0,0,0,0
Limerick Office,Cook Ireland,COOKETHW51776,COOKETHGIP51777,LBADVA71142801010,,ADVA 825,Limerick,S.Mernagh,N/A - Adva Electrical Port,01/05/2019,Adva 10K Single Fibre SFP,08/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Revenue Commissioners,REVCETHGIPCI52439,REVCETHW52438,LBADVA71153505316,1-876544421,ADVA 825,DUBLIN,P.Fox,Adva 10K Dual Fibre SFP,03/05/2019,Adva 10K Single Fibre SFP,13/05/2019,1,2,1,0,0,0,0,0
Ballymount Stores,PTSB Dundrum,PTSBETHW52415,N/A,,1-876200361,NOKIA 7210 SAS-M,DUBLIN,N.Sexton,N/A,07/05/2019,N/A,15/05/2019,1,1,0,0,0,0,0,1
Engineer Collected,Vodafone,VODAETHW52473,VODAETHGxxxxx,800009f0030080eacc53d0,1-876556101,ADVA XG210,DUBLIN,D.Carty,Adva 10G XFP 10km,07/05/2019,Adva 10G XFP 10km,21/05/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Revenue Commissioners,REVCETHW52436,REVCETHGIPCI52437,LBADVA71142301354,1-876552391,ADVA 825,DUBLIN,P.Fox,Adva 10K Dual Fibre SFP,07/05/2019,Adva 10K Single Fibre SFP,15/05/2019,1,2,1,0,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW52449,CNCRETHICG52450,LBADVA71123501089,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,09/05/2019,Adva 10K Single Fibre SFP,15/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52279,WOCMETHG52280,LBADVA71114807429,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,09/05/2019,Adva 10K Dual Fibre SFP,09/07/2019,1,1,1,0,0,0,0,0
Limerick Office,Concert B Ends,CNCRETHW52419,CNCRETHGM52420,LBADVA71150704509,,ADVA 825,Clare,P.Fox,N/A - Adva Electrical Port,10/05/2019,Adva 10K Dual Fibre SFP,11/06/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52451,CNCRETHICG52452,LBADVA71134101268,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,10/05/2019,Adva 10K Dual Fibre SFP,17/06/2019,1,1,1,0,0,0,0,0
Engineer Collected,Revenue Commissioners,REVCETHW52518,REVCETHGIPCI52519,LBADVA71114507369,1-876556331,ADVA 825,DUBLIN,P.Fox,N/A - Adva Electrical Port,10/05/2019,Adva 10K Single Fibre SFP,31/07/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52053,CNCRETHICG52054,LBADVA71182202603,,ADVA 201,Kildare,D.Carty,N/A - Adva Electrical Port,14/05/2019,Adva 10K Dual Fibre SFP,28/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,Global Crossing Ireland Ltd,GLCRETHW52701,GLCRETHG52702,LBADVA71183200386,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,14/05/2019,Adva 10K Single Fibre SFP,24/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW52614,PUREETHGIP52615,LBADVA71162104787,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,14/05/2019,Adva 10K Single Fibre SFP,29/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Revenue Commissioners,REVCETHW52537,REVCETHGIPCI52538,800009f0030080ea94a800,1-876552121,ADVA GE201,DUBLIN,S.Mernagh,N/A - Adva Electrical Port,15/05/2019,Adva 10K Single Fibre SFP,01/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Revenue Commissioners,REVCETHW52520,REVCETHGIPCI52521,800009f0030080ead188c0,1-876544401,ADVA GE201,DUBLIN,S.Mernagh,N/A - Adva Electrical Port,15/05/2019,Adva 10K Single Fibre SFP,01/08/2019,1,1,0,1,0,0,0,0
Cork Office,Colt Telecom,COLTETHW52716,COLTETHG52717,800009f0030080ea94a2f0,,ADVA 201,Cork,P.Fox,N/A - Adva Electrical Port,16/05/2019,Adva 10K Single Fibre SFP,21/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52819,CNCRETHGM52820,LBADVA71183402315,,ADVA 201,Kilkenny,G.Chilton,N/A - Adva Electrical Port,16/05/2019,Adva 10K Dual Fibre SFP,09/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW52816,GLCRETHG52817,LBADVA71182202623,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,16/05/2019,Adva 10K Single Fibre SFP,22/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,Bank of Ireland,BOIDETHW52455,BOIDETHGIPCI52456,LBADVA71122500946,1-876808321,ADVA 825,DUBLIN,P.Fox,N/A - Adva Electrical Port,16/05/2019,Adva 10K Single Fibre SFP,07/06/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Revenue Commissioners,REVCETHW24788,REVCETHGIPCI52657,LBADVA71184101786,1-876808101,ADVA GE201,DUBLIN,S.Mernagh,N/A - Adva Electrical Port,17/05/2019,Adva 10K Dual Fibre SFP,22/05/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Revenue Commissioners,REVCETHW24788,REVCETHGIPCI52657,LBADVA71184101786,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,17/05/2019,Adva 10K Dual Fibre SFP,22/05/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Department of Foreign Affairs,DOFAETHW26486,DOFAETHG52375,LBADVA71114201265,1-876069971,ADVA 825,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),20/05/2019,Adva 10K Dual Fibre SFP,22/05/2019,1,2,1,0,0,0,0,0
Engineer Collected,COLT,COLTETHW52333,COLTETHG52334,,1-876202371,ADVA GE201,DUBLIN,N.Sexton,N/A - Adva Electrical Port,22/05/2019,Adva 10K Single Fibre SFP,22/05/2019,1,1,0,1,0,0,0,0
Cork Office,Colt Telecom,COLTETHW52753,COLTETHG52754,800009f0030080ead196c0,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,22/05/2019,Adva 10K Dual Fibre SFP,23/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,SYNOPTIC COMMUNICATIONS,SYNOETHW52297,SYNOETHGIP52298,800009f0030080ead18e20,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,22/05/2019,Adva 10K Single Fibre SFP,04/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Amazon,AMAZETHW52513,AMAZETHG52514,800009f0030080ead18e40,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,22/05/2019,Adva 10K Single Fibre SFP,12/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Paypal Europe Services Ltd,PPALETHGIP52714,PPALETHW52713,800009f0030080ea475a48,1-877744711,ADVA XG210,DUBLIN,P.Fox,Adva 10G XFP 10km,23/05/2019,Adva 10G XFP 10km,23/07/2019,1,2,0,0,1,0,0,0
Galway Office,O2,ESDGETHW52499,ESDGETHG52500,800009f0030080ead190e0,,ADVA 201,Longford,P.Fox,N/A - Adva Electrical Port,23/05/2019,Adva 10K Dual Fibre SFP,11/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW52720,ORBSETHG52721,LBADVA71122500974,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,23/05/2019,Adva 10K Single Fibre SFP,17/06/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52533,CNCRETHICG52534,800009f0030080ead19060,1-876683161,ADVA 201,Dublin,P.Fox,Adva Multimode SFP (10k),23/05/2019,Adva 10K Single Fibre SFP,26/06/2019,1,2,0,1,0,0,0,0
Engineer Collected,Irish Telecom,ITELETHW52433,ITELETHG52434,800009f0030080ead19760,1-876240721,ADVA GE201,DUBLIN,N.Sexton,N/A - Adva Electrical Port,27/05/2019,Adva 10K Dual Fibre SFP,27/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52875,CNCRETHGM52876,800009f0030080ead18ed0,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,27/05/2019,Adva 10K Dual Fibre SFP,25/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW52733,PUREETHGIP52734,800009f0030080ead18e80,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,28/05/2019,Adva 10K Dual Fibre SFP,02/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,BT Ireland,TESTETHW12345,TESTTETHG12345,LBADVA71134101350,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,28/05/2019,Adva 10K Single Fibre SFP,25/07/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52873,CNCRETHGM52874,800009f0030080ead19170,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,28/05/2019,Adva 10K Single Fibre SFP,04/07/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Revenue Commissioners,REVCETHW25106,REVCETHGIPCI52655,800009f0030080ead19090,,ADVA 201,Monaghan,S.Mernagh,N/A - Adva Electrical Port,28/05/2019,Adva 10K Dual Fibre SFP,30/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53076,CNCRETHGM53077,800009f0030080ead18d50,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,29/05/2019,Adva 10K Single Fibre SFP,16/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53078,CNCRETHGM53079,800009f0030080ead18fb0,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,29/05/2019,Adva 10K Single Fibre SFP,16/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW52796,ORBSETHGIP52797,800009f0030080ead19680,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,29/05/2019,Adva 10K Dual Fibre SFP,05/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52718,CNCRETHICG52719,800009f0030080ead18d60,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,29/05/2019,Adva 10K Dual Fibre SFP,04/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,AT and T,ATATETHW52662,ATATETHG52663,800009f0030080ead18be0,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,29/05/2019,Adva 10K Dual Fibre SFP,10/10/2019,1,1,0,1,0,0,0,0
Galway Office,MCI WorldCom International,WOCMETHW52957,WOCMETHG52958,800009f0030080ead1a740,,ADVA 201,Galway,P.Fox,N/A - Adva Electrical Port,31/05/2019,Adva 10K Single Fibre SFP,11/06/2019,1,1,0,1,0,0,0,0
Galway Office,Global Crossing Ireland Ltd,GLCRETHW52924,GLCRETHG52925,LBADVA71122008798,,ADVA 825,Galway,S.Davidson,N/A - Adva Electrical Port,04/06/2019,Adva 10K Single Fibre SFP,11/06/2019,1,1,1,0,0,0,0,0
Limerick Office,Concert B Ends,CNCRETHW52901,CNCRETHGM52902,800009f0030080ead18e10,,ADVA 201,Clare,P.Fox,N/A - Adva Electrical Port,04/06/2019,Adva 10K Single Fibre SFP,11/06/2019,1,1,0,1,0,0,0,0
Limerick Office,Concert B Ends,CNCRETHW52899,CNCRETHGM52900,800009f0030080ead190b0,,ADVA 201,Clare,P.Fox,N/A - Adva Electrical Port,04/06/2019,Adva 10K Single Fibre SFP,11/06/2019,1,1,0,1,0,0,0,0
Cork Office,Cable and Wireless,CWCMETHW53058,CWCMETHG53059,800009f0030080ead19710,,ADVA 201,Cork,D.Carty,N/A - Adva Electrical Port,04/06/2019,Adva 10K Dual Fibre SFP,11/06/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Colt Telecom,COLTETHW52979,COLTETHG52980,800009f0030080ead18ee0,,ADVA 201,Clare,P.Fox,N/A - Adva Electrical Port,04/06/2019,Adva 10K Single Fibre SFP,10/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,O2,ESDGETHW53101,ESDGETHG53102,800009f0030080ead19830,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,04/06/2019,Adva 10K Dual Fibre SFP,24/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,BAM Contractors Limited,BAMCETHW52848,BAMCETHGIP52849,800009f0030080ead19b20,,ADVA 201,Kildare,D.Carty,N/A - Adva Electrical Port,05/06/2019,Adva 40K Single Fibre SFP,14/06/2019,1,1,0,1,0,0,0,0
Cork Office,Rexel UK Limited,KELLETHW50815,KELLETHGIPCI50816,800009f0030080ead19520,,ADVA 201,Cork,S.Mernagh,N/A - Adva Electrical Port,05/06/2019,Adva 40K Single Fibre SFP,11/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHICG52536,CNCRETHW52535,800009f0030080ead19770,1-876662381,ADVA GE201,DUBLIN,P.Fox,Adva Multimode SFP (10k),05/06/2019,Adva 10K Single Fibre SFP,23/09/2019,1,2,0,1,0,0,0,0
Engineer Collected,Zurich Insurance,ZURCETHW53015,ZURCETHG53016,800009f0030080ead18f50,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,05/06/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Rexel UK Limited,NA,KELLETHGIPCI50816,FDO2235A2GJ,1-877499311,CISCO ISR 4331-K9,CORK,S.Mernagh,N/A,05/06/2019,N/A,18/06/2019,1,1,0,0,0,1,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52955,WOCMETHG52956,800009f0030080ead19810,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,05/06/2019,Adva 10K Single Fibre SFP,15/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Cable and Wireless,CWCMETHW53036,CWCMETHG53037,800009f0030080ead1a4e0,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,07/06/2019,Adva 10K Single Fibre SFP,24/07/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,CK0504 Charleville,NA,N/A,,1-878057471,NOKIA 7210 SAS-MXP,CORK,N.Sexton,N/A,10/06/2019,N/A,10/06/2019,1,1,0,0,0,0,0,1
Engineer Collected,Ulster Bank Ireland,ULSTETHW52794,ULSTETHG52795,800009f0030080ead1a4a0,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,10/06/2019,Adva 10K Dual Fibre SFP,28/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Host Ireland,HOSTETHW53063,HOSTETHG53064,800009f0030080ead1a750,,ADVA 201,Kildare,P.Fox,N/A - Adva Electrical Port,10/06/2019,Adva 10K Dual Fibre SFP,11/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW53169,ORBSETHG53170,800009f0030080ead1a600,,ADVA 201,Kildare,D.Carty,N/A - Adva Electrical Port,10/06/2019,Adva 10K Dual Fibre SFP,20/06/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW52903,WOCMETHG52904,LBADVA71191603024,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,11/06/2019,Adva 10K Single Fibre SFP,19/06/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Cogent Europe,CGENETHW52856,CGENETHG52857,800009f0030080ead1a890,1-878296441,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,11/06/2019,Adva 10K Single Fibre SFP,18/06/2019,1,1,0,1,0,0,0,0
Cork Office,Airtricity,NA,N/A,FDO2315A0HH,1-875217071,CISCO ISR 4331-K9,KERRY,N.Sexton,N/A,11/06/2019,N/A,27/06/2019,1,1,0,0,0,1,0,0
Engineer Collected,Apollo Global Management LLC,AVNTETHW51357,AVNTETHG51358,800009f0030080ead1a7f0,,ADVA 201,Leitrim,D.Carty,N/A - Adva Electrical Port,12/06/2019,Adva 10K Dual Fibre SFP,07/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,AT and T,ATATETHW52931,ATATETHG52932,800009f0030080ead1a620,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,12/06/2019,Adva 10K Single Fibre SFP,18/06/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51179,AIRTETHIPCG51180,FXS2303Q3L2,1-875361581,CISCO ASR1001,DUBLIN,S.Davidson,N/A,12/06/2019,N/A,05/09/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Dixons,IPCILLU014662281,IPCILLU014662281,FCZ2043135H,1-877057101,CISCO 897VAG-LTE,DUBLIN,N.Sexton,N/A,13/06/2019,N/A,24/06/2019,1,1,0,0,0,1,0,0
Engineer Collected,AJISKO LIMITED,AJISETHW52933,AJISETHG52934,LBADVA71191603039,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,13/06/2019,Adva 10K Dual Fibre SFP,15/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53233,CNCRETHGM53234,LBADVA71191603085,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,13/06/2019,Adva 10K Dual Fibre SFP,01/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW53235,PUREETHGIP53236,LBADVA71191603036,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,13/06/2019,Adva 10K Single Fibre SFP,15/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW52854,CNCRETHGM52855,LBADVA71184301639,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,14/06/2019,Adva 10K Single Fibre SFP,25/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,ABTRAN E-CARW,ABTRETHW52893,ABTRETHG52894,LBADVA71191603096,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,14/06/2019,Adva 10K Dual Fibre SFP,10/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT - EMEA LTD,GTTEETHW53193,GTTEETHG53194,LBADVA71191603063,1-878330581,ADVA GE201,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),17/06/2019,Adva 10K Single Fibre SFP,16/07/2019,1,2,0,1,0,0,0,0
Limerick Office,AT and T,ATATETHW52880,ATATETHG52881,LBADVA71191603033,,ADVA 201,Limerick,P.Fox,N/A - Adva Electrical Port,17/06/2019,Adva 10K Single Fibre SFP,27/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Magnet Networks Ltd,MAGNETHW52756,MAGNETHGIP52757,LBADVA71191603082,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,17/06/2019,Adva 10K Dual Fibre SFP,01/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW53153,WOCMETHG53154,LBADVA71191603076,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,17/06/2019,Adva 10K Single Fibre SFP,19/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,CL0002 Eire Og - Three,NA,N/A,,1-878019321,NOKIA 7210 SAS-MXP,CARLOW,N.Sexton,N/A,17/06/2019,N/A,24/06/2019,1,1,0,0,0,0,0,1
Engineer Collected,MCI WorldCom International,WOCMETHW52858,WOCMETHG52859,LBADVA71191603182,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,17/06/2019,Adva 10K Single Fibre SFP,22/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,SYNOPTIC COMMUNICATIONS,SYNOETHW53022,SYNOETHGIP53023,LBADVA71191603087,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,17/06/2019,Adva 10K Single Fibre SFP,19/06/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW53155,ESDGETHG53156,LBADVA71191603042,,ADVA 201,Westmeath,P.Fox,N/A - Adva Electrical Port,18/06/2019,Adva 10K Dual Fibre SFP,19/06/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Equant,ORBSETHW53165,ORBSETHG53166,LBADVA71191603080,,ADVA 201,Donegal,P.Fox,N/A - Adva Electrical Port,18/06/2019,Adva 10K Dual Fibre SFP,26/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Test ADVA Esat X,n/a,n/a,,1-123456799,ADVA 825,DUBLIN,N.Sexton,N/A - Adva Electrical Port,18/06/2019,Adva 10K Dual Fibre SFP,18/06/2019,1,1,1,0,0,0,0,0
Courier Shipped to Site,Equant,ORBSETHG53174,ORBSETHG53174,LBADVA71191603034,,ADVA 201,Donegal,P.Fox,N/A - Adva Electrical Port,18/06/2019,Adva 10K Dual Fibre SFP,26/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Global Crossing Ireland Ltd,GLCRETHW53039,GLCRETHG53040,LBADVA71191602976,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,18/06/2019,Adva 40K Single Fibre SFP,01/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Global Crossing Ireland Ltd,GLCRETHW53042,GLCRETHG53043,LBADVA71191603108,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,18/06/2019,Adva 10K Dual Fibre SFP,01/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW53171,ORBSETHG53172,LBADVA71185102123,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,19/06/2019,Adva 10K Dual Fibre SFP,27/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW52196,ORBSETHG52197,LBADVA71185102164,,ADVA 201,Dublin,G.Chilton,N/A - Adva Electrical Port,20/06/2019,Adva 10K Single Fibre SFP,23/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Avantcard,AVNTETHW53380,AVNTETHG53381,LBADVA71184301728,,ADVA 201,Dublin,M.O'Driscoll,N/A - Adva Electrical Port,20/06/2019,Adva 10K Dual Fibre SFP,13/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Fineos Corporation Limited,FINEETHW53320,FINEETHG53321,LBADVA71185102155,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,20/06/2019,Adva 10K Single Fibre SFP,12/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Equant,ORBSETHW53167,ORBSETHG53168,LBADVA71185102159,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,20/06/2019,Adva 10K Single Fibre SFP,24/06/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Cable and Wireless,CWCMETHW53318,CWCMETHG53319,LBADVA71185102137,,ADVA 201,Kildare,G.Moran,N/A - Adva Electrical Port,20/06/2019,Adva 10K Dual Fibre SFP,24/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW53020,ORBSETHGIP53021,LBADVA71184301699,,ADVA 201,Wicklow,D.Carty,N/A - Adva Electrical Port,20/06/2019,Adva 10K Dual Fibre SFP,13/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,OF0028 Cloneyquinn - THREE,NA,N/A,,1-875436731,NOKIA 7210 SAS-MXP,TIPPERARY,N.Sexton,N/A,25/06/2019,N/A,25/06/2019,1,1,0,0,0,0,0,1
Engineer Collected,Avant Tarjeta,AVNTETHW51357,AVNTETHG51358,FDO2311A2G6,1-878293651,CISCO ISR 4331-K9,LEITRIM,D.Carty,N/A - Adva Electrical Port,25/06/2019,Adva RJ45 SFP,07/08/2019,1,1,0,0,0,1,0,0
Engineer Collected,Concert B Ends,CNCRETHW53231,CNCRETHGM53232,LBADVA71191603105,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,26/06/2019,Adva 10K Single Fibre SFP,12/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW53467,WOCMETHG53468,LBADVA71191603093,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,26/06/2019,Adva 10K Single Fibre SFP,06/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53215,CNCRETHGM53216,LBADVA71185102135,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,26/06/2019,Adva 10K Dual Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Cork Office,Airtricity,AIRTETHW51213,AIRTETHG51214,FDO2241A0V7,1-875825841,CISCO ISR 4321-K9,DUBLIN,N.Sexton,N/A,27/06/2019,N/A,12/07/2019,1,1,0,0,0,1,0,0
Courier Shipped to Site,Airtricity,AIRTETHW51234,AIRTETHG51235,FDO2311A2LF,1-875825571,CISCO ISR 4321-K9,LIMERICK,N.Sexton,N/A,27/06/2019,N/A,11/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,McCulla Ireland Ltd,CULLETHW52600,CULLETHGIP52601,LBADVA71184301719,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,28/06/2019,Adva 10K Dual Fibre SFP,17/10/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,AVANT TARJETA,AVNTETHW51355,AVNTETHG51356,LBADVA71185102172,,ADVA 201,Leitrim,D.Carty,N/A - Adva Electrical Port,28/06/2019,Adva 10K Dual Fibre SFP,09/07/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Glanbia,NA,GLANETHGIPCI50087,FDO2235A2J8,1-868201141,CISCO ISR 4331-K9,LIMERICK,N.Sexton,N/A,01/07/2019,N/A,01/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,Apollo Global Management LLC,AVNTETHW24590,AVNTETHG53299,FDO2316A1JR,1-878830421,CISCO ISR 4321-K9,DUBLIN,P.Fox,N/A,01/07/2019,N/A,06/08/2019,1,1,0,0,0,1,0,0
Cork Office,AT and T,ATATETHW53333,ATATETHG53334,LBADVA71184301681,,ADVA 201,Cork,D.Carty,N/A - Adva Electrical Port,02/07/2019,Adva 10K Single Fibre SFP,08/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Apollo Global Management LLC,AVNTETHW24585,AVNTETHG53301,FXS2306Q10T,1-878844281,CISCO ASR1001,DUBLIN,P.Fox,N/A,02/07/2019,N/A,17/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,Avant Networks,AVNTETHW53380,AVNTETHG53381,FGL230813JW,1-879144241,CISCO ISR 4221-K9,KILDARE,M.O'Driscoll,N/A,03/07/2019,N/A,13/08/2019,1,1,0,0,0,1,0,0
